Row Labels,TotalOT,PL1,SL1,SP1,IP1,Total SL,TotalLeave,OT,10.5,AGE_YR,SERV_YR,Reason,Status
048K6,51.446,0.000,0.000,0.000,0.000,0.000,0.000,39.071,1.179,33,0,W,Working
049F1,12.405,0.000,0.000,0.000,0.000,0.000,0.000,10.905,0.143,33,4,W,Working
049F8,21.167,0.000,0.000,0.167,0.000,0.167,0.167,17.667,0.333,39,3,A,Resign
049K4,48.524,0.000,0.571,0.000,0.000,0.571,0.571,36.524,1.143,25,1,W,Working
049K5,24.667,0.500,0.333,0.000,0.000,0.333,0.833,19.417,0.500,27,0,D,Resign
049K6,48.304,0.000,0.000,0.000,0.000,0.000,0.000,37.054,1.071,27,0,W,Working
050H4,10.625,0.000,0.500,0.000,0.000,0.500,0.500,10.625,0.000,31,2,A,Resign
050H8,17.976,0.048,0.095,0.286,0.000,0.381,0.429,15.476,0.238,25,3,W,Working
050K5,54.810,0.000,0.048,0.000,0.000,0.048,0.048,40.310,1.381,30,1,W,Working
050K6,41.982,0.214,0.071,0.000,0.000,0.071,0.286,33.357,0.821,24,0,W,Working
051F3,42.310,0.000,0.000,0.000,0.000,0.000,0.000,31.810,1.000,37,4,W,Working
051H2,39.381,0.000,0.095,0.000,0.000,0.095,0.095,32.381,0.667,32,3,W,Working
051H6,11.381,0.143,0.571,0.000,0.333,0.905,1.048,9.381,0.190,29,3,W,Working
051K3,13.750,0.250,0.250,0.500,0.000,0.750,1.000,13.750,0.000,25,0,A,Resign
051K4,63.310,0.000,0.619,0.000,0.000,0.619,0.619,42.310,2.000,33,1,W,Working
051K5,50.300,0.100,0.100,0.700,0.000,0.800,0.900,36.650,1.300,22,0,A,Resign
051K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34,0,A,Resign
052H3,14.143,0.357,0.571,0.000,0.000,0.571,0.929,11.893,0.214,34,3,D,Resign
052H4,10.625,0.000,0.250,0.250,0.000,0.500,0.500,10.625,0.000,35,2,A,Resign
052K2,20.857,0.429,0.000,0.143,0.143,0.286,0.714,19.357,0.143,27,1,A,Resign
052K5,52.643,0.048,0.095,0.000,0.000,0.095,0.143,38.643,1.333,32,1,W,Working
052K6,44.929,0.071,0.071,0.071,0.000,0.143,0.214,35.179,0.929,28,0,W,Working
053K5,31.429,0.143,1.000,1.429,0.143,2.571,2.714,23.929,0.714,21,0,D,Resign
053K6,27.554,0.000,0.357,0.643,0.000,1.000,1.000,24.179,0.321,22,0,W,Working
054G5,16.190,0.000,0.000,0.000,0.000,0.000,0.000,13.690,0.238,26,4,W,Working
054H6,14.476,0.000,0.048,0.000,0.000,0.048,0.048,12.476,0.190,37,3,W,Working
054K2,33.619,0.000,0.000,0.000,0.048,0.048,0.048,28.119,0.524,22,1,W,Working
054K4,68.765,0.059,0.353,0.000,0.000,0.353,0.412,44.676,2.294,33,1,A,Resign
054K5,61.786,0.000,0.048,0.000,0.000,0.048,0.048,44.286,1.667,38,1,W,Working
054K6,19.227,0.455,1.364,0.000,0.000,1.364,1.818,14.455,0.455,23,0,A,Resign
055K2,41.929,0.000,0.000,0.000,0.000,0.000,0.000,32.929,0.857,35,1,W,Working
055K3,47.474,0.000,0.000,0.051,0.000,0.051,0.051,35.628,1.128,32,1,W,Working
055K5,58.976,0.524,0.524,0.381,0.000,0.905,1.429,40.976,1.714,38,1,W,Working
055K6,26.143,0.000,0.000,0.000,0.000,0.000,0.000,21.643,0.429,21,0,A,Resign
056F9,18.550,0.000,0.100,0.000,0.000,0.100,0.100,15.400,0.300,31,3,A,Resign
056H1,16.227,0.909,0.303,0.273,0.000,0.576,1.485,15.273,0.091,25,3,W,Working
056K4,5.000,0.500,0.000,0.000,0.000,0.000,0.500,5.000,0.000,25,0,A,Resign
056K6,17.200,0.000,0.000,0.133,0.000,0.133,0.133,15.100,0.200,21,0,A,Resign
057F1,24.714,0.190,0.286,0.000,0.000,0.286,0.476,19.714,0.476,31,4,W,Working
057G3,12.643,0.000,0.000,0.000,0.000,0.000,0.000,11.143,0.143,29,4,D,Resign
057H5,35.429,0.190,0.143,0.048,0.000,0.190,0.381,29.929,0.524,29,3,W,Working
057H6,9.524,0.571,0.619,0.095,0.333,1.048,1.619,9.524,0.000,37,3,W,Working
057H8,15.476,0.000,0.143,0.143,0.000,0.286,0.286,12.976,0.238,24,3,W,Working
057K1,38.500,0.000,0.381,0.048,0.000,0.429,0.429,30.500,0.762,35,2,W,Working
057K2,46.529,0.118,0.176,0.353,0.294,0.824,0.941,33.559,1.235,29,1,A,Resign
057K4,2.500,2.000,0.000,0.000,0.000,0.000,2.000,2.500,0.000,33,0,A,Resign
057K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,A,Resign
057K6,20.786,0.000,0.000,0.000,0.000,0.000,0.000,16.286,0.429,20,0,A,Resign
058H4,39.905,0.000,0.000,0.000,0.000,0.000,0.000,30.905,0.857,25,3,W,Working
058H8,16.450,0.000,0.000,0.000,0.000,0.000,0.000,14.350,0.200,37,2,D,Resign
058K1,19.500,0.500,0.500,0.833,0.000,1.333,1.833,14.250,0.500,24,1,A,Resign
058K2,51.952,0.000,0.095,0.000,0.238,0.333,0.333,38.952,1.238,34,1,W,Working
058K3,45.177,0.194,0.484,0.065,0.000,0.548,0.742,32.306,1.226,25,1,A,Resign
058K5,8.750,0.000,0.000,0.000,0.000,0.000,0.000,8.750,0.000,21,0,A,Resign
058K6,55.438,0.000,0.667,0.167,0.000,0.833,0.833,37.063,1.750,21,0,A,Resign
059F1,1.786,0.143,0.190,0.476,0.000,0.667,0.810,1.786,0.000,37,4,W,Working
059F9,18.550,0.000,0.100,0.000,0.000,0.100,0.100,15.400,0.300,29,3,A,Resign
059G2,15.250,0.000,0.000,0.000,0.000,0.000,0.000,12.625,0.250,27,3,A,Resign
059H1,12.643,0.000,0.333,0.000,0.000,0.333,0.333,11.143,0.143,34,3,W,Working
059K1,40.833,0.143,0.048,0.143,0.000,0.190,0.333,30.833,0.952,27,2,W,Working
059K6,6.071,1.143,0.000,0.286,0.000,0.286,1.429,6.071,0.000,22,0,A,Resign
060K2,45.333,0.000,0.238,0.048,0.238,0.524,0.524,34.333,1.048,25,1,W,Working
060K3,45.475,0.575,0.150,0.300,0.000,0.450,1.025,32.613,1.225,26,1,W,Working
060K5,47.107,0.143,0.214,0.429,0.000,0.643,0.786,34.357,1.214,32,0,A,Resign
060K6,60.786,0.000,0.679,0.000,0.000,0.679,0.679,42.036,1.786,21,0,W,Working
061F7,16.262,0.000,0.000,0.000,0.000,0.000,0.000,14.262,0.190,39,4,W,Working
061F9,13.357,0.000,0.095,0.000,0.000,0.095,0.095,11.857,0.143,26,4,W,Working
061K1,36.286,0.095,1.476,0.000,0.143,1.619,1.714,26.786,0.905,35,2,W,Working
061K2,68.782,0.000,0.000,0.051,0.359,0.410,0.410,45.897,2.179,30,1,W,Working
061K5,6.250,1.500,0.000,0.000,0.000,0.000,1.500,6.250,0.000,29,0,D,Resign
061K6,31.018,0.464,0.250,0.000,0.000,0.250,0.714,26.893,0.393,21,0,W,Working
062H2,40.667,0.000,0.000,0.381,0.000,0.381,0.381,33.667,0.667,36,3,W,Working
062H3,13.476,0.000,0.048,0.048,0.000,0.095,0.095,11.976,0.143,29,3,W,Working
062H4,11.881,0.000,0.238,0.143,0.000,0.381,0.381,10.881,0.095,24,3,W,Working
062K1,24.714,0.000,0.429,0.000,0.143,0.571,0.571,20.214,0.429,26,1,A,Resign
062K2,43.705,0.487,0.462,0.077,0.000,0.538,1.026,33.205,1.000,42,1,W,Working
062K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,A,Resign
063H3,32.476,0.000,0.048,0.000,0.000,0.048,0.048,23.976,0.810,36,3,W,Working
063H4,13.357,0.000,0.095,0.095,0.000,0.190,0.190,11.857,0.143,40,3,W,Working
063H6,13.125,0.000,0.000,0.000,0.000,0.000,0.000,13.125,0.000,37,2,A,Resign
063H7,31.773,0.121,0.000,0.030,0.000,0.030,0.152,26.682,0.485,30,3,W,Working
063K2,60.603,0.103,0.256,0.000,0.000,0.256,0.359,42.833,1.692,22,1,W,Working
063K6,56.571,0.000,0.429,0.000,0.000,0.429,0.429,40.071,1.571,19,0,W,Working
064G3,9.786,0.000,0.000,0.000,0.000,0.000,0.000,8.286,0.143,40,4,D,Resign
064H3,37.864,0.061,0.424,0.061,0.000,0.485,0.545,29.273,0.818,41,3,W,Working
064K2,10.872,0.487,1.795,0.051,0.000,1.846,2.333,10.872,0.000,25,1,W,Working
064K6,19.600,0.700,0.550,0.100,0.000,0.650,1.350,16.450,0.300,19,0,A,Resign
065H3,15.250,0.000,0.333,0.083,0.000,0.417,0.417,12.625,0.250,22,3,A,Resign
065H6,16.262,0.000,0.000,0.190,0.000,0.190,0.190,14.262,0.190,33,3,W,Working
065K1,32.738,0.667,0.095,0.429,0.238,0.762,1.429,25.238,0.714,24,2,W,Working
065K2,50.628,0.000,0.000,0.410,0.000,0.410,0.410,37.167,1.282,22,1,W,Working
065K4,32.000,0.750,0.000,0.500,0.000,0.500,1.250,24.125,0.750,23,0,D,Resign
065K6,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,20,0,A,Resign
066F1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40,3,D,Resign
066G1,9.375,0.500,0.000,0.000,0.000,0.000,0.500,9.375,0.000,24,3,A,Resign
066G8,16.125,1.500,0.250,0.000,0.000,0.250,1.750,16.125,0.000,34,3,A,Resign
066K1,41.952,0.190,0.048,0.000,0.190,0.238,0.429,31.452,1.000,35,2,W,Working
066K2,30.321,0.103,0.359,0.000,0.000,0.359,0.462,25.744,0.436,29,1,W,Working
066K6,35.455,0.182,0.000,1.455,0.000,1.455,1.636,25.909,0.909,20,0,A,Resign
067H7,33.045,0.121,0.030,0.000,0.000,0.030,0.152,27.318,0.545,34,3,W,Working
067K2,54.410,0.000,0.308,0.154,0.000,0.462,0.462,39.064,1.462,25,1,W,Working
067K3,37.987,0.000,0.308,0.000,0.000,0.308,0.308,28.833,0.872,21,1,W,Working
067K5,25.778,1.222,0.556,0.333,0.000,0.889,2.111,19.361,0.611,25,0,A,Resign
067K6,33.089,0.786,0.786,0.000,0.000,0.786,1.571,25.964,0.679,26,0,W,Working
068H6,7.548,0.000,0.000,0.000,0.000,0.000,0.000,7.048,0.048,27,3,W,Working
068K2,62.397,0.000,0.051,0.000,0.359,0.410,0.410,43.282,1.821,23,1,W,Working
068K3,3.125,0.500,1.500,1.250,0.000,2.750,3.250,3.125,0.000,41,0,D,Resign
068K4,31.936,0.154,0.103,0.282,0.000,0.385,0.538,26.282,0.538,22,1,W,Working
068K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23,0,A,Resign
068K6,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,20,0,A,Resign
069A3,16.310,0.000,0.048,0.000,0.000,0.048,0.048,13.810,0.238,39,6,W,Working
069F5,9.375,0.500,0.000,0.000,0.000,0.000,0.500,9.375,0.000,22,3,A,Resign
069K2,11.159,0.455,0.273,0.000,0.000,0.273,0.727,7.341,0.364,23,1,A,Resign
069K5,39.692,0.000,0.000,0.000,0.000,0.000,0.000,32.154,0.718,38,1,W,Working
069K6,64.911,0.000,0.071,0.000,0.000,0.071,0.071,44.286,1.964,20,0,W,Working
070F2,57.410,0.410,0.359,0.000,0.000,0.359,0.769,38.295,1.821,34,4,W,Working
070K2,43.487,0.103,0.000,0.308,0.051,0.359,0.462,32.449,1.051,27,1,W,Working
070K6,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,26,0,A,Resign
071F1,45.643,0.190,0.238,0.000,0.000,0.238,0.429,32.643,1.238,40,4,W,Working
071F9,18.379,0.667,0.788,0.000,0.000,0.788,1.455,17.106,0.121,29,4,W,Working
071H3,13.850,0.000,0.000,0.700,0.500,1.200,1.200,12.800,0.100,38,2,D,Resign
071K2,41.231,0.000,0.000,0.103,0.000,0.103,0.103,32.346,0.846,26,1,W,Working
071K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,D,Resign
071K6,56.125,0.000,0.321,0.071,0.000,0.393,0.393,42.250,1.321,40,0,W,Working
072H8,13.833,0.000,0.143,0.000,0.000,0.143,0.143,12.333,0.143,30,3,W,Working
072K2,29.588,0.150,0.000,0.350,0.000,0.350,0.500,25.388,0.400,36,1,W,Working
072K3,67.833,0.000,0.000,0.000,0.000,0.000,0.000,46.833,2.000,24,1,W,Working
072K5,22.583,0.167,0.500,0.333,0.000,0.833,1.000,17.333,0.500,23,0,D,Resign
072K6,29.036,0.000,0.571,0.143,0.000,0.714,0.714,23.036,0.571,23,0,W,Working
073H2,8.000,0.500,0.100,0.300,0.000,0.400,0.900,8.000,0.000,27,3,D,Resign
073H6,15.875,0.000,0.000,0.000,0.000,0.000,0.000,13.250,0.250,42,2,A,Resign
073K6,59.375,0.071,0.571,0.393,0.000,0.964,1.036,44.375,1.429,31,0,W,Working
074F2,41.897,0.077,0.000,0.000,0.000,0.000,0.077,34.090,0.744,24,4,W,Working
074G1,8.125,0.000,0.250,0.000,0.000,0.250,0.250,8.125,0.000,25,3,A,Resign
074G9,51.905,0.000,0.048,0.333,0.143,0.524,0.524,36.905,1.429,21,3,W,Working
074K2,14.523,0.409,0.682,0.182,0.636,1.500,1.909,13.568,0.091,21,1,D,Resign
074K5,56.200,0.000,0.450,0.000,0.000,0.450,0.450,39.663,1.575,19,1,W,Working
074K6,33.875,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.750,21,0,A,Resign
075F1,22.095,0.143,0.286,0.000,0.000,0.286,0.429,20.095,0.190,26,4,W,Working
075K6,3.125,0.000,0.000,0.250,0.000,0.250,0.250,3.125,0.000,26,0,A,Resign
076F9,25.348,0.485,0.909,0.000,0.000,0.909,1.394,22.485,0.273,43,4,W,Working
076K5,40.500,0.667,0.103,0.051,0.000,0.154,0.821,31.885,0.821,39,1,W,Working
076K6,33.875,0.500,0.000,0.000,0.000,0.000,0.500,26.000,0.750,20,0,A,Resign
077F1,13.833,0.000,0.048,0.000,0.000,0.048,0.048,12.333,0.143,42,4,W,Working
077G3,14.881,0.000,0.000,0.000,0.000,0.000,0.000,12.381,0.238,34,4,W,Working
077H7,12.643,0.000,0.000,0.000,0.000,0.000,0.000,11.143,0.143,27,3,W,Working
077K3,52.718,0.205,0.000,0.359,0.000,0.359,0.564,37.372,1.462,31,1,W,Working
077K5,34.091,0.909,0.000,0.000,0.000,0.000,0.909,24.545,0.909,19,0,A,Resign
077K6,3.750,0.000,0.000,0.000,0.000,0.000,0.000,3.750,0.000,21,0,A,Resign
078K3,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,25,0,D,Resign
078K4,31.064,0.103,0.051,0.000,0.000,0.051,0.154,27.295,0.359,22,1,W,Working
078K6,29.733,0.800,0.067,0.067,0.000,0.133,0.933,25.533,0.400,26,0,W,Working
079F5,15.167,0.333,0.667,0.333,0.000,1.000,1.333,13.417,0.167,40,3,A,Resign
079K5,40.897,0.103,0.051,0.000,0.000,0.051,0.154,32.282,0.821,23,1,W,Working
079K6,47.233,0.133,0.000,0.000,0.000,0.000,0.133,36.033,1.067,21,0,W,Working
080H2,36.905,0.524,0.190,0.000,0.000,0.190,0.714,30.905,0.571,31,3,W,Working
080K6,37.367,0.267,0.000,0.000,0.000,0.000,0.267,30.367,0.667,30,0,W,Working
081K2,33.182,0.364,0.000,0.000,0.000,0.000,0.364,23.636,0.909,32,1,A,Resign
081K4,17.833,0.333,0.000,0.000,0.000,0.000,0.333,14.333,0.333,23,0,A,Resign
081K6,41.000,0.000,0.000,0.000,0.000,0.000,0.000,30.500,1.000,29,0,A,Resign
082G9,44.214,0.000,0.000,0.000,0.000,0.000,0.000,33.714,1.000,46,3,W,Working
082H4,22.500,0.000,0.500,0.600,0.000,1.100,1.100,17.250,0.500,33,2,A,Resign
082K4,39.000,0.333,0.619,0.000,0.000,0.619,0.952,29.000,0.952,20,1,W,Working
082K6,41.000,0.000,0.000,0.000,0.000,0.000,0.000,30.500,1.000,20,0,A,Resign
083H8,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,29,2,D,Resign
083K4,47.929,0.000,0.238,0.000,0.286,0.524,0.524,35.929,1.143,24,1,W,Working
083K5,47.872,0.231,0.128,0.513,0.000,0.641,0.872,35.218,1.205,33,1,W,Working
083K6,26.438,0.250,0.500,0.000,0.000,0.500,0.750,21.188,0.500,36,0,D,Resign
084H3,8.125,0.250,0.250,0.000,0.000,0.250,0.500,8.125,0.000,29,2,A,Resign
084H8,18.643,0.000,0.381,0.000,0.000,0.381,0.381,16.643,0.190,25,3,W,Working
084K4,16.250,0.500,0.000,0.000,0.000,0.000,0.500,16.250,0.000,25,0,A,Resign
084K5,42.295,1.513,0.462,0.000,0.000,0.462,1.974,30.987,1.077,25,1,W,Working
084K6,44.000,0.000,0.600,0.400,0.000,1.000,1.000,33.500,1.000,29,0,W,Working
085F1,44.357,0.000,0.095,0.000,0.000,0.095,0.095,29.857,1.381,45,4,W,Working
085H3,7.500,0.500,0.000,0.000,0.000,0.000,0.500,7.500,0.000,29,2,A,Resign
085H5,5.571,0.048,0.095,0.000,0.000,0.095,0.143,4.571,0.095,28,3,W,Working
085H7,15.167,0.000,0.167,0.500,0.000,0.667,0.667,13.417,0.167,26,2,D,Resign
085K1,44.619,0.286,0.190,0.476,0.000,0.667,0.952,33.619,1.048,22,2,W,Working
085K3,40.269,0.077,0.115,0.154,0.077,0.346,0.423,29.365,1.038,22,1,A,Resign
085K4,47.357,0.000,0.000,0.048,0.000,0.048,0.048,36.357,1.048,27,1,W,Working
085K6,12.500,1.000,0.000,0.000,0.000,0.000,1.000,12.500,0.000,34,0,D,Resign
086D1,23.524,0.095,0.000,0.000,0.000,0.000,0.095,12.024,1.095,25,5,W,Working
086H3,29.850,0.000,0.000,0.100,0.000,0.100,0.100,23.550,0.600,32,2,A,Resign
086H8,17.762,0.000,0.190,0.143,0.000,0.333,0.333,16.262,0.143,26,3,W,Working
086K2,59.090,0.000,0.462,0.000,0.000,0.462,0.462,42.128,1.615,22,1,W,Working
086K4,35.762,0.048,0.476,0.000,0.000,0.476,0.524,27.762,0.762,27,1,D,Resign
086K5,62.500,0.103,0.718,0.000,0.051,0.769,0.872,42.308,1.923,25,1,W,Working
086K6,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,20,0,D,Resign
087D1,58.071,0.000,0.000,0.000,0.000,0.000,0.000,39.571,1.762,27,5,W,Working
087G9,22.143,0.000,0.000,0.000,0.333,0.333,0.333,22.143,0.000,22,3,W,Working
087K1,17.125,0.000,0.000,0.000,0.000,0.000,0.000,14.500,0.250,24,1,D,Resign
087K5,16.750,0.000,0.000,0.000,0.000,0.000,0.000,11.500,0.500,36,0,A,Resign
087K6,34.167,0.267,0.200,0.067,1.067,1.333,1.600,27.867,0.600,31,0,W,Working
088H5,11.929,0.190,0.762,0.000,0.000,0.762,0.952,10.429,0.143,39,3,W,Working
088H9,32.087,0.609,0.565,0.348,0.000,0.913,1.522,23.870,0.783,26,2,A,Resign
088K4,11.250,0.000,0.000,0.000,0.000,0.000,0.000,11.250,0.000,26,0,D,Resign
088K5,3.125,0.000,0.250,1.750,0.750,2.750,2.750,3.125,0.000,22,0,A,Resign
088K6,24.688,0.000,0.125,0.000,0.000,0.125,0.125,19.438,0.500,19,0,D,Resign
089F1,11.333,0.190,0.952,0.000,0.000,0.952,1.143,9.833,0.143,42,4,W,Working
089H3,57.333,0.000,0.000,0.000,0.000,0.000,0.000,40.333,1.619,27,3,W,Working
089H4,36.595,0.000,0.048,0.000,0.000,0.048,0.048,26.095,1.000,28,3,W,Working
089K6,28.455,0.091,0.182,0.000,0.000,0.182,0.273,21.773,0.636,32,0,D,Resign
090K5,64.346,0.000,0.000,0.359,0.000,0.359,0.359,45.231,1.821,39,1,W,Working
090K6,39.083,0.000,0.167,0.167,0.000,0.333,0.333,28.583,1.000,19,0,D,Resign
091F2,57.628,0.000,0.103,0.000,0.000,0.103,0.103,39.590,1.718,49,4,W,Working
091G2,22.833,0.167,0.000,0.000,0.000,0.000,0.167,19.333,0.333,39,3,A,Resign
091K3,16.444,0.833,1.167,0.556,0.333,2.056,2.889,14.111,0.222,25,1,D,Resign
091K6,34.083,0.000,0.833,0.000,0.000,0.833,0.833,25.333,0.833,25,0,D,Resign
092G9,62.429,0.000,0.000,0.000,0.000,0.000,0.000,42.929,1.857,45,3,W,Working
092H3,12.690,0.000,0.619,0.000,0.238,0.857,0.857,10.690,0.190,26,3,W,Working
092H4,29.303,0.061,0.606,0.000,0.000,0.606,0.667,23.894,0.515,43,3,W,Working
092K2,54.590,0.051,0.513,0.077,0.462,1.051,1.103,38.705,1.513,30,1,W,Working
092K6,17.750,0.000,0.750,0.000,0.000,0.750,0.750,15.125,0.250,19,0,D,Resign
093A8,25.256,0.154,0.077,0.051,0.000,0.128,0.282,25.256,0.000,26,6,W,Working
093G5,14.833,0.048,0.143,0.095,0.000,0.238,0.286,12.833,0.190,40,4,W,Working
093G9,30.000,0.100,0.000,0.000,0.000,0.000,0.100,24.750,0.500,22,3,D,Resign
093H3,21.900,0.100,0.000,0.000,0.000,0.000,0.100,17.700,0.400,24,2,A,Resign
093K1,43.571,0.048,0.286,0.095,0.000,0.381,0.429,33.071,1.000,20,2,W,Working
093K4,37.881,0.238,0.000,0.000,0.000,0.000,0.238,31.381,0.619,35,1,W,Working
093K5,7.750,0.250,0.250,0.500,0.000,0.750,1.000,5.125,0.250,40,0,A,Resign
093K6,3.125,0.000,0.000,0.000,0.000,0.000,0.000,3.125,0.000,20,0,D,Resign
094H4,47.214,0.238,0.381,0.238,0.000,0.619,0.857,35.214,1.143,26,3,W,Working
094H6,25.571,0.048,0.619,0.000,0.000,0.619,0.667,19.571,0.571,42,3,W,Working
094K6,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,23,0,D,Resign
095D1,32.262,0.190,0.762,0.048,0.000,0.810,1.000,27.262,0.476,37,5,W,Working
095G1,17.238,0.476,0.190,0.143,0.000,0.333,0.810,16.238,0.095,26,4,W,Working
095H3,11.125,0.000,0.000,0.750,0.000,0.750,0.750,10.250,0.083,31,3,A,Resign
095K4,16.714,1.000,0.429,0.214,0.000,0.643,1.643,13.714,0.286,26,1,D,Resign
095K5,22.375,0.250,0.750,0.000,0.000,0.750,1.000,17.125,0.500,25,0,D,Resign
095K6,53.375,0.250,0.000,0.000,0.000,0.000,0.250,37.625,1.500,28,0,W,Working
096G3,9.375,0.000,0.250,0.000,0.000,0.250,0.250,9.375,0.000,33,3,A,Resign
096G9,20.952,0.048,0.143,0.381,0.048,0.571,0.619,20.952,0.000,26,3,W,Working
096K4,38.857,0.190,0.048,0.286,0.190,0.524,0.714,30.857,0.762,19,1,W,Working
096K6,14.475,0.500,1.300,0.000,0.450,1.750,2.250,13.425,0.100,20,0,D,Resign
097F1,17.059,0.000,0.059,0.000,0.000,0.059,0.059,13.971,0.294,32,4,A,Resign
097F5,13.762,0.000,0.048,0.000,0.000,0.048,0.048,11.762,0.190,31,4,W,Working
097G2,14.690,0.000,0.619,0.000,0.000,0.619,0.619,12.690,0.190,42,4,W,Working
097G3,10.214,0.048,0.095,0.476,0.000,0.571,0.619,9.214,0.095,41,4,W,Working
097G5,8.208,0.000,0.000,0.000,0.417,0.417,0.417,7.333,0.083,40,3,A,Resign
097K2,54.988,0.100,0.050,0.100,0.000,0.150,0.250,39.500,1.475,25,1,W,Working
097K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20,0,D,Resign
098F9,18.800,0.200,0.400,0.100,0.000,0.500,0.700,15.650,0.300,35,3,D,Resign
098K1,49.048,0.000,0.000,0.429,0.048,0.476,0.476,36.548,1.190,23,2,W,Working
098K2,40.625,0.000,0.000,0.000,0.000,0.000,0.000,27.500,1.250,24,1,A,Resign
098K5,41.654,0.308,0.385,0.462,0.000,0.846,1.154,30.346,1.077,20,0,A,Resign
098K6,0.000,0.000,0.000,0.000,3.000,3.000,3.000,0.000,0.000,19,0,D,Resign
099H5,50.250,0.000,0.500,0.500,0.000,1.000,1.000,34.500,1.500,26,2,A,Resign
099H6,32.083,0.167,0.000,0.000,0.000,0.000,0.167,23.333,0.833,29,2,A,Resign
099K3,15.000,0.500,0.000,0.000,0.000,0.000,0.500,15.000,0.000,19,0,A,Resign
099K5,51.782,0.000,0.205,0.000,0.308,0.513,0.513,36.974,1.410,31,1,W,Working
099K6,23.229,0.000,0.083,0.083,0.000,0.167,0.167,20.604,0.250,18,0,D,Resign
100F5,18.375,0.000,0.000,0.000,0.000,0.000,0.000,15.750,0.250,24,3,A,Resign
100K5,23.372,0.641,0.051,0.000,0.000,0.051,0.692,22.295,0.103,38,1,W,Working
100K6,46.429,0.000,0.143,0.000,0.000,0.143,0.143,34.054,1.179,30,0,W,Working
101F9,19.050,0.200,0.100,0.100,0.000,0.200,0.400,15.900,0.300,37,3,D,Resign
101G3,1.429,0.000,0.857,0.000,0.000,0.857,0.857,1.429,0.000,26,3,A,Resign
101K5,27.727,0.000,0.000,0.000,0.000,0.000,0.000,22.000,0.545,27,0,A,Resign
101K6,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,34,0,D,Resign
102K2,49.417,0.000,0.583,0.750,0.000,1.333,1.333,33.667,1.500,22,1,A,Resign
102K4,39.974,0.308,0.000,0.000,0.000,0.000,0.308,32.167,0.744,30,1,W,Working
102K6,42.571,0.071,0.321,0.000,0.500,0.821,0.893,31.321,1.071,27,0,W,Working
103F8,36.152,0.000,0.174,0.087,0.000,0.261,0.261,27.478,0.826,23,3,A,Resign
103G9,45.810,0.143,0.190,0.000,0.000,0.190,0.333,32.310,1.286,38,3,W,Working
103K2,75.690,0.000,0.000,0.381,0.143,0.524,0.524,49.190,2.524,33,1,W,Working
103K5,27.900,0.000,0.057,0.057,0.000,0.114,0.114,25.200,0.257,35,0,A,Resign
103K6,60.821,0.107,0.357,0.000,0.000,0.357,0.464,40.946,1.893,28,0,W,Working
104F5,36.650,0.000,0.000,0.000,0.000,0.000,0.000,27.200,0.900,25,3,A,Resign
104K1,53.238,0.095,0.000,0.095,0.000,0.095,0.190,39.238,1.333,21,2,W,Working
104K3,39.125,0.000,1.250,0.250,0.000,1.500,1.500,28.625,1.000,28,0,A,Resign
104K5,41.282,0.051,0.000,0.000,0.000,0.000,0.051,31.590,0.923,21,1,W,Working
104K6,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,20,0,D,Resign
105G8,22.400,0.000,0.000,0.000,0.000,0.000,0.000,21.200,0.114,32,3,W,Working
105K5,9.250,1.000,0.000,0.000,0.000,0.000,1.000,9.250,0.000,22,0,D,Resign
105K6,54.143,0.000,0.214,0.000,0.000,0.214,0.214,38.768,1.464,26,0,W,Working
106F6,15.875,0.250,0.750,0.000,0.000,0.750,1.000,13.250,0.250,30,3,A,Resign
106F9,10.405,0.000,0.048,0.000,0.000,0.048,0.048,9.905,0.048,25,4,W,Working
106K4,27.654,0.282,0.615,0.513,0.000,1.128,1.410,22.000,0.538,28,1,W,Working
106K5,48.679,0.051,0.000,0.000,0.051,0.051,0.103,35.487,1.256,30,1,W,Working
106K6,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,19,0,D,Resign
107G9,22.024,0.095,0.000,0.048,0.000,0.048,0.143,22.024,0.000,32,3,W,Working
107K2,53.048,0.286,0.333,0.429,0.000,0.762,1.048,38.548,1.381,25,1,W,Working
