Row Labels,TotalOT,PL1,SL1,SP1,IP1,Total SL,TotalLeave,OT,10.5,AGE_YR,SERV_YR,Reason,Status
790K4,18.750,0.500,0.000,0.000,0.000,0.000,0.500,18.750,0.000,20,0,A,Resign
790K6,49.000,0.000,0.222,0.000,0.000,0.222,0.222,36.167,1.222,31,0,W,Working
791D9,4.214,0.048,0.381,0.000,0.000,0.381,0.429,3.714,0.048,33,4,W,Working
791F1,41.064,0.179,0.205,0.000,0.000,0.205,0.385,29.218,1.128,45,4,W,Working
791G8,52.214,0.048,0.857,0.000,0.000,0.857,0.905,37.214,1.429,23,3,W,Working
791H3,7.381,0.000,0.048,0.095,0.000,0.143,0.143,7.381,0.000,29,3,W,Working
791K1,30.273,0.182,0.000,0.000,0.000,0.000,0.182,22.636,0.727,37,1,A,Resign
791K2,76.286,0.000,0.000,0.000,0.095,0.095,0.095,49.786,2.524,38,1,W,Working
791K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,0,D,Resign
791K5,3.333,0.167,0.333,0.000,0.000,0.333,0.500,3.333,0.000,23,0,D,Resign
791K6,45.167,0.000,0.000,0.000,0.000,0.000,0.000,34.667,1.000,20,0,W,Working
792G7,5.625,0.500,0.000,0.000,0.000,0.000,0.500,5.625,0.000,22,3,A,Resign
792H1,12.750,0.000,0.000,0.000,0.000,0.000,0.000,10.125,0.250,40,2,D,Resign
792K1,38.423,0.154,0.000,1.000,0.000,1.000,1.154,28.731,0.923,30,1,A,Resign
792K4,15.000,0.833,0.000,0.333,0.000,0.333,1.167,15.000,0.000,26,0,A,Resign
792K5,3.000,0.267,0.533,0.067,0.000,0.600,0.867,3.000,0.000,28,0,A,Resign
792K6,23.500,0.778,0.222,0.000,0.000,0.222,1.000,18.833,0.444,24,0,W,Working
793K4,14.167,0.333,0.000,0.000,0.000,0.000,0.333,14.167,0.000,22,0,D,Resign
793K5,2.941,0.294,0.412,0.059,0.353,0.824,1.118,2.941,0.000,25,0,W,Working
793K6,42.278,0.111,0.333,0.000,0.000,0.333,0.444,32.944,0.889,24,0,W,Working
794F6,14.950,0.700,0.400,0.500,0.300,1.200,1.900,12.850,0.200,29,3,D,Resign
794G4,11.333,0.000,0.048,0.095,0.000,0.143,0.143,9.833,0.143,35,4,W,Working
794G8,52.048,0.000,0.333,0.000,0.000,0.333,0.333,38.048,1.333,26,3,W,Working
794H6,16.310,0.048,0.286,0.143,0.000,0.429,0.476,13.810,0.238,32,3,W,Working
794K1,48.064,0.051,0.000,0.000,0.000,0.000,0.051,35.410,1.205,37,1,W,Working
794K4,56.095,0.048,0.190,0.048,0.000,0.238,0.286,39.595,1.571,22,1,W,Working
794K5,6.750,0.400,0.000,0.000,0.000,0.000,0.400,6.750,0.000,25,0,A,Resign
794K6,50.111,0.000,0.000,0.000,0.000,0.000,0.000,37.278,1.222,29,0,W,Working
795H2,14.119,0.000,0.000,0.381,0.000,0.381,0.381,12.119,0.190,31,3,W,Working
795K1,10.000,0.250,0.000,0.500,0.000,0.500,0.750,10.000,0.000,21,1,A,Resign
795K2,41.024,0.143,0.476,0.238,0.000,0.714,0.857,31.524,0.905,27,1,W,Working
795K5,53.855,0.000,0.129,0.194,0.000,0.323,0.323,37.935,1.516,30,0,W,Working
795K6,64.944,0.000,0.111,0.000,0.000,0.111,0.111,45.111,1.889,24,0,W,Working
796G8,15.417,0.000,0.000,0.000,0.000,0.000,0.000,15.417,0.000,24,3,A,Resign
796G9,14.286,0.000,0.048,0.000,0.000,0.048,0.048,11.786,0.238,35,3,W,Working
796K1,64.500,0.000,0.051,0.256,0.000,0.308,0.308,43.500,2.000,25,1,W,Working
796K2,42.429,0.714,0.929,0.857,0.000,1.786,2.500,28.179,1.357,26,1,D,Resign
796K3,29.952,0.429,0.190,0.048,0.048,0.286,0.714,25.452,0.429,23,1,W,Working
796K5,13.400,0.000,0.000,0.000,0.000,0.000,0.000,9.200,0.400,27,0,A,Resign
796K6,33.000,1.222,0.667,0.000,0.000,0.667,1.889,24.833,0.778,38,0,A,Resign
797G8,15.625,0.000,0.250,0.000,0.000,0.250,0.250,15.625,0.000,26,3,A,Resign
797H5,15.536,0.929,0.286,0.857,0.143,1.286,2.214,11.786,0.357,26,3,D,Resign
797K2,8.750,1.000,0.250,0.750,0.000,1.000,2.000,8.750,0.000,24,0,A,Resign
797K5,25.800,0.000,0.000,0.000,0.000,0.000,0.000,21.600,0.400,23,0,A,Resign
797K6,65.333,0.000,0.778,0.000,0.000,0.778,0.778,44.333,2.000,30,0,W,Working
798G2,12.158,0.000,0.158,0.000,0.316,0.474,0.474,11.605,0.053,43,4,A,Resign
798K1,21.605,0.842,0.105,0.105,0.737,0.947,1.789,17.184,0.421,24,1,A,Resign
798K2,27.526,0.000,0.263,0.579,0.000,0.842,0.842,23.105,0.421,23,1,D,Resign
798K5,20.919,0.000,0.000,0.000,0.000,0.000,0.000,18.210,0.258,34,0,W,Working
798K6,27.444,0.000,0.111,0.000,0.000,0.111,0.111,25.111,0.222,35,0,W,Working
799D9,12.762,0.000,0.143,0.000,0.000,0.143,0.143,11.262,0.143,30,4,W,Working
799G8,11.250,0.000,0.000,1.000,0.000,1.000,1.000,11.250,0.000,21,3,A,Resign
799K1,69.962,0.000,0.000,0.000,0.000,0.000,0.000,46.808,2.205,27,1,W,Working
799K5,26.857,0.000,0.000,0.000,0.000,0.000,0.000,21.607,0.500,27,0,A,Resign
799K6,27.167,0.000,0.333,0.000,0.000,0.333,0.333,24.833,0.222,21,0,W,Working
800H4,44.024,0.000,0.000,0.000,0.000,0.000,0.000,33.024,1.048,34,3,W,Working
800H8,12.500,1.000,0.000,0.000,0.000,0.000,1.000,12.500,0.000,30,2,A,Resign
800K3,30.071,0.143,0.190,0.048,0.000,0.238,0.381,25.571,0.429,30,1,W,Working
800K5,40.645,0.065,0.677,0.065,0.000,0.742,0.806,33.194,0.710,21,0,W,Working
800K6,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,36,0,D,Resign
801G1,1.429,0.000,0.048,0.000,0.000,0.048,0.048,1.429,0.000,30,4,W,Working
801H5,13.786,0.071,0.143,0.000,0.000,0.143,0.214,11.536,0.214,21,3,A,Resign
801H7,15.714,0.190,0.048,0.476,0.000,0.524,0.714,13.214,0.238,37,3,W,Working
801K1,50.244,0.103,0.051,0.000,0.000,0.051,0.154,36.244,1.333,36,1,W,Working
801K2,54.595,0.524,0.333,0.000,0.000,0.333,0.857,37.595,1.619,23,1,W,Working
801K3,28.952,0.476,0.619,0.048,0.000,0.667,1.143,24.952,0.381,28,1,W,Working
801K5,55.548,0.258,0.452,0.000,0.000,0.452,0.710,40.306,1.452,31,0,W,Working
801K6,11.944,0.333,0.111,0.000,0.000,0.111,0.444,11.944,0.000,33,0,A,Resign
802A3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28,5,A,Resign
802K1,46.859,0.000,0.256,0.000,0.000,0.256,0.256,33.128,1.308,30,1,A,Resign
802K2,49.000,0.048,0.000,0.000,0.238,0.238,0.286,34.500,1.381,28,1,W,Working
802K5,3.500,0.000,0.000,1.400,0.000,1.400,1.400,3.500,0.000,26,0,D,Resign
802K6,18.889,0.778,0.111,0.000,0.000,0.111,0.889,18.889,0.000,21,0,W,Working
803A3,7.250,0.000,0.000,0.000,0.000,0.000,0.000,4.625,0.250,28,5,A,Resign
803H4,23.905,0.238,0.000,0.286,0.048,0.333,0.571,22.905,0.095,40,3,W,Working
803K5,46.167,0.067,0.267,0.400,0.000,0.667,0.733,32.167,1.333,27,0,A,Resign
803K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,0,A,Resign
804G4,16.300,0.000,1.600,0.000,0.000,1.600,1.600,13.150,0.300,28,3,A,Resign
804G8,41.143,0.095,0.476,0.000,0.000,0.476,0.571,31.643,0.905,43,3,W,Working
804H2,24.250,0.000,0.100,0.200,0.600,0.900,0.900,19.000,0.500,25,2,D,Resign
804H3,17.071,0.095,0.143,0.000,0.000,0.143,0.238,14.071,0.286,25,3,W,Working
804K3,0.000,2.500,0.750,0.500,0.000,1.250,3.750,0.000,0.000,25,0,D,Resign
804K5,31.000,0.667,0.000,0.000,0.000,0.000,0.667,20.500,1.000,29,0,A,Resign
804K6,40.088,0.235,0.118,0.000,0.000,0.118,0.353,31.441,0.824,23,0,W,Working
805F1,43.731,0.154,0.000,0.000,0.000,0.000,0.154,33.500,0.974,43,4,W,Working
805F4,25.000,0.000,0.400,0.000,0.000,0.400,0.400,19.750,0.500,23,3,A,Resign
805H6,14.476,0.000,0.000,0.000,0.000,0.000,0.000,12.476,0.190,28,3,W,Working
805H9,30.136,0.182,0.091,0.000,0.000,0.091,0.273,23.932,0.591,31,2,A,Resign
805K4,18.750,0.500,0.000,0.500,0.000,0.500,1.000,18.750,0.000,21,0,A,Resign
805K5,18.833,0.167,0.000,0.000,0.000,0.000,0.167,13.583,0.500,27,0,A,Resign
805K6,6.250,0.000,0.000,0.000,0.000,0.000,0.000,6.250,0.000,27,0,A,Resign
806F1,56.425,0.000,0.050,0.375,0.075,0.500,0.500,40.150,1.550,27,4,W,Working
806G8,28.381,0.048,0.000,0.000,0.000,0.000,0.048,25.381,0.286,44,3,W,Working
806K1,64.436,0.000,0.000,0.051,0.000,0.051,0.051,45.321,1.821,32,1,W,Working
806K5,5.583,0.000,0.000,0.000,0.000,0.000,0.000,3.833,0.167,28,0,D,Resign
806K6,37.676,0.118,0.000,0.000,0.000,0.000,0.118,29.647,0.765,21,0,W,Working
807K1,67.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,2.000,28,1,W,Working
807K2,34.595,0.286,0.095,0.381,0.000,0.476,0.762,27.595,0.667,28,1,W,Working
807K4,58.048,0.000,0.333,0.000,0.000,0.333,0.333,41.048,1.619,41,1,W,Working
807K5,15.917,0.000,0.167,0.000,0.000,0.167,0.167,12.417,0.333,26,0,D,Resign
807K6,29.324,0.000,0.000,0.000,0.000,0.000,0.000,25.618,0.353,26,0,W,Working
808F7,15.952,0.000,0.095,0.000,0.000,0.095,0.095,13.452,0.238,29,4,W,Working
808H7,9.375,0.000,0.000,0.000,0.000,0.000,0.000,9.375,0.000,21,2,A,Resign
808K2,13.600,0.900,0.000,1.200,0.600,1.800,2.700,12.550,0.100,22,1,D,Resign
808K3,0.643,0.714,0.143,1.429,0.286,1.857,2.571,0.643,0.000,30,0,A,Resign
808K5,2.167,0.000,0.000,0.000,0.000,0.000,0.000,2.167,0.000,36,0,D,Resign
808K6,26.706,0.353,0.353,0.000,0.000,0.353,0.706,21.147,0.529,28,0,A,Resign
809H9,34.064,0.179,0.077,0.000,0.000,0.077,0.256,27.064,0.667,22,2,W,Working
809K1,43.125,0.000,0.000,0.000,0.000,0.000,0.000,30.000,1.250,28,1,A,Resign
809K3,20.692,0.333,0.256,0.000,0.513,0.769,1.103,20.154,0.051,23,1,W,Working
809K4,54.718,0.051,0.000,0.051,0.000,0.051,0.103,40.179,1.385,33,1,W,Working
809K5,5.000,0.667,0.000,0.000,0.000,0.000,0.667,5.000,0.000,32,0,D,Resign
809K6,2.500,1.000,0.000,0.000,0.000,0.000,1.000,2.500,0.000,37,0,A,Resign
810K2,47.333,0.000,0.000,0.095,0.000,0.095,0.095,35.333,1.143,23,1,W,Working
810K3,54.269,0.000,0.000,0.000,0.000,0.000,0.000,39.731,1.385,20,1,W,Working
810K5,49.125,0.000,0.000,0.000,0.000,0.000,0.000,32.063,1.625,30,0,A,Resign
810K6,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,22,0,A,Resign
811F7,12.286,0.000,0.000,0.000,0.000,0.000,0.000,10.786,0.143,40,4,W,Working
811H2,24.750,0.000,0.000,0.200,0.600,0.800,0.800,19.500,0.500,25,2,D,Resign
811K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,D,Resign
811K6,44.647,0.118,0.000,0.000,0.000,0.000,0.118,32.912,1.118,20,0,W,Working
812F1,23.000,0.500,0.000,0.000,0.000,0.000,0.500,17.750,0.500,27,3,D,Resign
812K1,43.526,0.410,0.282,0.051,0.000,0.333,0.744,34.103,0.897,25,1,W,Working
812K5,13.250,0.167,0.000,0.000,0.000,0.000,0.167,9.750,0.333,21,0,D,Resign
812K6,2.500,1.000,0.500,0.000,0.000,0.500,1.500,2.500,0.000,29,0,A,Resign
813D9,12.524,0.143,0.333,0.000,0.000,0.333,0.476,11.024,0.143,39,4,W,Working
813F4,17.125,0.250,0.500,0.250,0.000,0.750,1.000,14.500,0.250,32,3,A,Resign
813G1,15.833,0.000,0.238,0.000,0.000,0.238,0.238,13.333,0.238,42,4,W,Working
813K1,63.833,0.103,0.462,0.000,0.000,0.462,0.564,44.449,1.846,27,1,W,Working
813K5,43.438,0.000,0.250,0.000,0.000,0.250,0.250,30.313,1.250,21,0,A,Resign
813K6,45.324,0.000,0.000,0.000,0.000,0.000,0.000,34.206,1.059,24,0,W,Working
814H6,13.000,0.000,0.619,0.095,0.000,0.714,0.714,11.500,0.143,24,3,W,Working
814K1,40.679,0.000,0.564,0.513,0.205,1.282,1.282,31.526,0.872,27,1,W,Working
814K2,21.429,0.214,0.000,0.000,0.000,0.000,0.214,17.679,0.357,26,1,D,Resign
814K5,11.700,0.000,0.000,0.000,0.000,0.000,0.000,9.600,0.200,21,0,D,Resign
814K6,31.353,0.118,0.118,0.000,0.000,0.118,0.235,26.412,0.471,22,0,W,Working
815G8,23.833,0.000,0.238,0.048,0.571,0.857,0.857,19.333,0.429,30,3,W,Working
815H9,2.500,2.500,0.000,1.500,0.000,1.500,4.000,2.500,0.000,24,1,A,Resign
815K2,47.714,0.000,0.000,0.000,0.000,0.000,0.000,34.214,1.286,21,1,A,Resign
815K3,59.077,0.103,0.103,0.103,0.000,0.205,0.308,41.846,1.641,35,1,W,Working
815K5,9.333,0.000,0.000,0.000,0.000,0.000,0.000,7.583,0.167,27,0,D,Resign
815K6,21.559,0.765,0.941,0.000,0.000,0.941,1.706,19.088,0.235,34,0,W,Working
816F8,27.042,0.000,0.000,0.750,0.000,0.750,0.750,20.917,0.583,42,3,A,Resign
816G5,26.936,0.205,0.538,0.000,0.000,0.538,0.744,23.436,0.333,25,4,W,Working
816G8,47.167,0.000,0.000,0.000,0.286,0.286,0.286,35.667,1.095,23,3,W,Working
816H3,16.548,0.048,0.857,0.000,0.000,0.857,0.905,14.048,0.238,27,3,W,Working
816K2,22.250,0.500,0.000,0.000,0.000,0.000,0.500,20.500,0.167,41,1,A,Resign
816K5,37.559,0.529,0.824,0.059,0.000,0.882,1.412,27.676,0.941,20,0,W,Working
816K6,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,30,0,A,Resign
817G6,14.595,0.048,0.000,0.000,0.000,0.000,0.048,12.595,0.190,41,4,W,Working
817G7,0.000,0.300,0.100,0.800,0.000,0.900,1.200,0.000,0.000,25,3,D,Resign
817H7,8.125,0.000,0.000,0.000,0.000,0.000,0.000,8.125,0.000,34,2,D,Resign
817K4,16.125,0.750,1.000,0.250,0.000,1.250,2.000,10.875,0.500,30,0,A,Resign
817K5,0.833,0.000,0.000,0.667,0.000,0.667,0.667,0.833,0.000,21,0,D,Resign
817K6,0.556,0.222,0.444,0.000,0.000,0.444,0.667,0.556,0.000,28,0,A,Resign
818D9,12.500,2.000,0.000,0.500,0.000,0.500,2.500,12.500,0.000,23,3,A,Resign
818H1,47.571,0.000,0.762,0.000,0.000,0.762,0.762,35.571,1.143,27,3,W,Working
818K3,57.346,0.051,0.000,0.256,0.103,0.359,0.410,41.731,1.487,20,1,W,Working
818K4,31.846,0.308,0.577,0.692,0.385,1.654,1.962,24.577,0.692,20,0,A,Resign
818K5,43.500,0.353,0.059,0.000,0.000,0.059,0.412,33.000,1.000,29,0,W,Working
818K6,3.750,0.000,2.000,0.000,0.000,2.000,2.000,3.750,0.000,27,0,A,Resign
819H2,13.238,0.000,0.000,0.000,0.000,0.000,0.000,11.738,0.143,43,3,W,Working
819H8,15.476,0.000,0.048,0.333,0.000,0.381,0.381,12.976,0.238,27,2,W,Working
819K4,57.050,0.150,0.100,0.000,0.000,0.100,0.250,40.775,1.550,24,1,W,Working
819K5,26.813,0.000,1.875,0.000,0.000,1.875,1.875,17.625,0.875,25,0,D,Resign
819K6,1.250,0.000,0.500,0.000,0.000,0.500,0.500,1.250,0.000,29,0,A,Resign
820F1,23.346,0.462,0.769,0.256,0.000,1.026,1.487,21.192,0.205,32,4,W,Working
820K2,52.143,0.238,0.000,0.095,0.000,0.095,0.333,36.643,1.476,31,1,W,Working
820K4,35.591,0.455,0.364,0.455,0.545,1.364,1.818,27.000,0.818,36,0,A,Resign
820K5,26.833,1.133,0.800,0.000,0.667,1.467,2.600,19.833,0.667,28,0,A,Resign
820K6,19.889,0.222,0.000,0.000,0.000,0.000,0.222,15.222,0.444,19,0,A,Resign
821G8,54.881,0.048,0.000,0.000,0.286,0.286,0.333,39.381,1.476,26,3,W,Working
821H7,12.643,0.143,0.095,0.000,0.000,0.095,0.238,11.143,0.143,37,3,W,Working
821K1,12.500,0.000,0.000,0.500,0.000,0.500,0.500,12.500,0.000,23,0,A,Resign
821K4,8.550,0.150,0.850,0.650,0.000,1.500,1.650,8.025,0.050,29,1,W,Working
821K5,14.824,0.647,0.941,0.000,0.000,0.941,1.588,10.500,0.412,38,0,W,Working
821K6,0.000,0.000,0.000,0.500,0.000,0.500,0.500,0.000,0.000,34,0,A,Resign
822F3,26.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,0.500,33,4,A,Resign
822H7,16.905,0.000,0.000,0.000,0.000,0.000,0.000,14.405,0.238,42,3,W,Working
822H8,15.476,0.000,0.238,0.381,0.000,0.619,0.619,12.976,0.238,26,2,W,Working
822K1,15.871,0.258,0.000,0.645,0.839,1.484,1.742,15.194,0.065,26,1,D,Resign
822K4,45.200,0.400,0.100,0.050,0.000,0.150,0.550,33.913,1.075,26,1,W,Working
822K5,34.313,0.125,0.625,0.000,0.000,0.625,0.750,25.125,0.875,20,0,A,Resign
822K6,21.294,0.353,1.176,0.000,0.000,1.176,1.529,18.824,0.235,29,0,W,Working
823H9,65.286,0.000,0.000,0.000,0.000,0.000,0.000,44.286,2.000,24,2,W,Working
823K4,15.782,0.795,0.308,0.000,0.462,0.769,1.564,12.282,0.333,23,1,W,Working
823K5,55.625,0.125,0.250,0.000,0.000,0.250,0.375,35.938,1.875,20,0,A,Resign
823K6,24.971,0.235,0.412,0.000,0.000,0.412,0.647,21.265,0.353,29,0,W,Working
824F1,19.000,0.000,0.000,0.000,0.000,0.000,0.000,16.375,0.250,32,3,A,Resign
824F8,16.700,0.000,0.400,0.900,0.600,1.900,1.900,14.600,0.200,36,3,A,Resign
824H8,33.595,0.000,0.095,0.000,0.000,0.095,0.095,28.095,0.524,41,2,W,Working
824K1,33.295,0.128,0.000,0.051,0.538,0.590,0.718,26.295,0.667,21,1,W,Working
824K5,44.938,0.250,1.750,0.000,0.000,1.750,2.000,29.188,1.500,20,0,A,Resign
824K6,30.529,0.353,1.059,0.000,0.000,1.059,1.412,24.971,0.529,25,0,W,Working
825F1,26.750,0.000,0.000,0.000,0.000,0.000,0.000,21.500,0.500,23,3,A,Resign
825F8,16.786,0.000,0.048,0.000,0.000,0.048,0.048,14.286,0.238,36,4,W,Working
825G9,42.394,0.000,0.000,0.152,0.000,0.152,0.152,33.167,0.879,24,3,W,Working
825H7,14.450,0.000,0.800,0.000,0.000,0.800,0.800,12.350,0.200,30,2,A,Resign
825K1,47.897,0.231,0.231,0.000,0.051,0.282,0.513,34.974,1.231,25,1,W,Working
825K4,31.545,0.182,0.182,0.545,0.727,1.455,1.636,23.909,0.727,24,0,A,Resign
825K5,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,37,0,D,Resign
825K6,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,20,0,A,Resign
826D5,39.550,0.150,0.150,0.450,0.000,0.600,0.750,29.050,1.000,24,5,W,Working
826F1,62.346,0.000,0.000,0.000,0.154,0.154,0.154,43.769,1.769,44,4,W,Working
826G6,25.026,0.000,0.158,0.000,0.000,0.158,0.158,22.263,0.263,27,3,A,Resign
826H2,13.714,0.190,0.238,0.000,0.000,0.238,0.429,12.214,0.143,34,3,W,Working
826H6,12.286,0.000,0.048,0.048,0.000,0.095,0.095,10.786,0.143,41,3,W,Working
826H8,11.929,0.048,0.571,0.000,0.000,0.571,0.619,10.429,0.143,31,2,W,Working
826K4,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,20,0,A,Resign
826K5,36.077,0.077,0.000,0.462,0.000,0.462,0.538,24.769,1.077,24,0,D,Resign
826K6,22.176,0.118,0.118,0.000,0.000,0.118,0.235,20.941,0.118,20,0,W,Working
827K2,15.000,0.000,1.000,0.500,0.000,1.500,1.500,15.000,0.000,41,0,A,Resign
827K5,30.800,0.200,0.000,0.000,0.000,0.000,0.200,22.400,0.800,19,0,D,Resign
827K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39,0,A,Resign
828D9,12.119,0.048,0.048,0.000,0.000,0.048,0.095,11.119,0.095,25,4,W,Working
828H9,49.808,0.000,0.410,0.026,0.103,0.538,0.538,35.808,1.333,23,2,W,Working
828K2,0.000,0.000,0.000,0.250,0.000,0.250,0.250,0.000,0.000,20,0,D,Resign
828K3,38.103,0.256,0.179,0.000,0.000,0.179,0.436,28.410,0.923,30,1,W,Working
828K4,25.597,0.645,0.806,0.710,0.194,1.710,2.355,20.177,0.516,38,0,A,Resign
828K5,31.147,0.353,0.118,0.000,0.000,0.118,0.471,26.824,0.412,35,0,W,Working
828K6,32.088,0.000,0.000,0.000,0.000,0.000,0.000,27.147,0.471,20,0,W,Working
829H2,8.571,0.381,0.238,0.143,0.095,0.476,0.857,8.571,0.000,28,3,W,Working
829H9,40.381,0.333,0.238,0.000,0.000,0.238,0.571,31.381,0.857,28,2,W,Working
829K2,37.000,0.238,0.238,0.000,0.000,0.238,0.476,28.000,0.857,25,1,W,Working
829K5,14.500,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.333,28,0,D,Resign
829K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,A,Resign
830A6,58.077,0.000,0.000,0.103,0.000,0.103,0.103,40.577,1.667,46,6,W,Working
830D9,6.250,0.000,0.000,0.000,0.000,0.000,0.000,6.250,0.000,24,4,D,Resign
830G8,36.333,0.476,0.048,0.381,0.381,0.810,1.286,27.333,0.857,33,3,W,Working
830K2,12.500,0.000,0.500,0.500,0.000,1.000,1.000,12.500,0.000,28,0,A,Resign
830K5,25.625,0.375,0.000,0.000,0.000,0.000,0.375,19.063,0.625,22,0,D,Resign
830K6,26.500,0.154,0.923,0.000,0.000,0.923,1.077,20.846,0.538,29,0,A,Resign
831D9,14.714,0.000,0.095,0.381,0.000,0.476,0.476,12.714,0.190,43,4,W,Working
831G1,11.548,0.000,0.000,0.095,0.000,0.095,0.095,9.048,0.238,41,4,W,Working
831K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28,0,D,Resign
831K5,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,26,0,D,Resign
831K6,10.882,0.000,0.235,0.000,0.000,0.235,0.235,10.882,0.000,20,0,W,Working
832F9,33.524,0.048,0.571,0.000,0.000,0.571,0.619,24.024,0.905,38,4,W,Working
832K4,31.000,0.500,0.000,0.500,0.000,0.500,1.000,20.500,1.000,20,0,D,Resign
832K5,37.242,0.161,0.452,0.000,0.000,0.452,0.613,29.790,0.710,31,0,W,Working
832K6,19.265,0.235,0.353,0.000,0.000,0.353,0.588,18.029,0.118,23,0,W,Working
833H9,42.357,0.048,0.048,0.524,0.381,0.952,1.000,32.357,0.952,27,2,W,Working
833K3,48.357,0.000,0.000,0.190,0.000,0.190,0.190,36.857,1.095,25,1,W,Working
833K5,14.500,0.290,0.258,0.000,0.000,0.258,0.548,13.823,0.065,27,0,A,Resign
833K6,42.111,0.000,0.222,0.000,0.000,0.222,0.222,31.611,1.000,30,0,W,Working
834G8,36.452,0.095,0.286,0.000,0.143,0.429,0.524,28.952,0.714,32,3,W,Working
834K5,15.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,25,0,A,Resign
834K6,13.000,0.000,0.000,0.000,0.000,0.000,0.000,7.750,0.500,30,0,D,Resign
835D9,12.405,0.048,0.286,0.048,0.000,0.333,0.381,10.905,0.143,30,4,W,Working
835H1,17.881,0.190,0.095,0.429,0.000,0.524,0.714,16.381,0.143,27,3,W,Working
835H3,12.762,0.000,0.143,0.000,0.000,0.143,0.143,11.262,0.143,32,3,W,Working
835H7,8.738,0.238,0.048,0.571,0.000,0.619,0.857,8.238,0.048,33,3,W,Working
835K3,45.958,0.417,0.417,0.083,0.000,0.500,0.917,33.708,1.167,28,1,A,Resign
835K5,32.016,0.000,0.516,0.000,0.000,0.516,0.516,25.242,0.645,33,0,W,Working
835K6,29.333,0.000,0.444,0.000,0.000,0.444,0.444,24.667,0.444,26,0,W,Working
836K2,52.286,0.000,0.000,0.190,0.000,0.190,0.190,38.286,1.333,26,1,W,Working
836K3,52.286,0.429,0.000,0.000,0.000,0.000,0.429,35.786,1.571,19,0,D,Resign
836K5,0.000,0.000,0.000,0.000,2.400,2.400,2.400,0.000,0.000,24,0,D,Resign
836K6,29.056,0.556,0.444,0.000,0.000,0.444,1.000,24.389,0.444,30,0,W,Working
837D9,16.548,0.000,0.143,0.000,0.000,0.143,0.143,14.048,0.238,24,4,W,Working
837H6,15.875,0.083,0.167,0.000,0.000,0.167,0.250,13.250,0.250,42,2,A,Resign
837K4,8.636,0.545,0.000,0.000,0.000,0.000,0.545,8.636,0.000,36,0,D,Resign
837K5,11.429,0.000,0.000,0.429,0.000,0.429,0.429,11.429,0.000,28,0,D,Resign
837K6,31.833,0.000,0.000,0.000,0.000,0.000,0.000,27.167,0.444,29,0,W,Working
838G2,28.000,0.000,0.286,0.000,0.000,0.286,0.286,22.500,0.524,25,4,W,Working
838H5,23.476,0.000,0.524,0.000,0.000,0.524,0.524,18.476,0.476,30,3,A,Resign
838K2,51.929,0.048,0.000,0.000,0.000,0.000,0.048,38.429,1.286,24,1,W,Working
838K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23,0,A,Resign
838K5,19.435,0.806,0.710,0.516,0.000,1.226,2.032,16.048,0.323,30,0,W,Working
838K6,3.750,0.000,0.000,0.000,0.000,0.000,0.000,3.750,0.000,27,0,D,Resign
839D9,30.286,0.143,0.619,0.000,0.000,0.619,0.762,24.786,0.524,45,4,W,Working
839G3,55.782,0.000,0.205,0.000,0.000,0.205,0.205,39.090,1.590,44,4,W,Working
839K2,60.738,0.000,0.048,0.000,0.000,0.048,0.048,42.238,1.762,23,1,W,Working
839K4,9.857,0.000,0.095,0.000,0.000,0.095,0.095,8.357,0.143,36,1,W,Working
839K5,21.650,0.200,0.000,0.000,0.000,0.000,0.200,17.450,0.400,23,0,A,Resign
839K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
840G8,10.875,0.000,0.000,0.000,0.000,0.000,0.000,8.250,0.250,34,3,A,Resign
840H3,13.119,0.000,0.048,0.095,0.000,0.143,0.143,11.619,0.143,24,3,W,Working
840H4,36.750,0.167,0.000,0.000,0.667,0.667,0.833,27.125,0.917,28,2,A,Resign
840H7,16.500,0.000,0.500,0.000,0.000,0.500,0.500,13.875,0.250,28,2,D,Resign
840K1,41.282,0.000,0.256,0.410,0.000,0.667,0.667,31.859,0.897,29,1,W,Working
